stcc2,date,actual,pred_xgb,baseline_seasonal,baseline_persistence,n_train
10,2022-10-01,5.619915,5.7891716957092285,6.0084,6.219277,237
10,2022-11-01,5.615066,5.504995822906494,6.106008,5.619915,238
10,2022-12-01,5.295694,5.3782148361206055,4.952152,5.615066,239
10,2023-01-01,5.637209,5.022770881652832,5.020467,5.295694,240
10,2023-02-01,5.072417,5.19508171081543,4.522753,5.637209,241
10,2023-03-01,5.236307,5.307859897613525,5.114099,5.072417,242
10,2023-04-01,5.626168,5.358499526977539,5.052485,5.236307,243
10,2023-05-01,5.138901,5.5400614738464355,5.092869,5.626168,244
10,2023-06-01,5.431207,5.468107223510742,5.304476,5.138901,245
10,2023-07-01,5.466642,5.93147611618042,5.322864,5.431207,246
10,2023-08-01,6.148544,5.614133358001709,5.826961,5.466642,247
10,2023-09-01,5.683659,5.985269069671631,6.219277,6.148544,248
10,2023-10-01,5.528407,5.646350860595703,5.619915,5.683659,249
10,2023-11-01,6.196817,5.631631374359131,5.615066,5.528407,250
10,2023-12-01,5.634528,5.595249652862549,5.295694,6.196817,251
10,2024-01-01,5.224245,5.227090835571289,5.637209,5.634528,252
10,2024-02-01,5.383916,4.947408676147461,5.072417,5.224245,253
10,2024-03-01,5.394751,5.510939598083496,5.236307,5.383916,254
10,2024-04-01,5.189475,5.640000820159912,5.626168,5.394751,255
10,2024-05-01,5.496691,5.2064433097839355,5.138901,5.189475,256
10,2024-06-01,5.795733,5.586536407470703,5.431207,5.496691,257
10,2024-07-01,6.159753,5.844438076019287,5.466642,5.795733,258
10,2024-08-01,4.950174,5.883984565734863,6.148544,6.159753,259
10,2024-09-01,5.307273,5.519872188568115,5.683659,4.950174,260
10,2024-10-01,5.840469,5.683422088623047,5.528407,5.307273,261
10,2024-11-01,5.459349,5.48321533203125,6.196817,5.840469,262
10,2024-12-01,5.658404,5.495267391204834,5.634528,5.459349,263
11,2019-01-01,51.086618,49.97473907470703,48.590442,51.276838,192
11,2019-02-01,45.656139,48.26010513305664,49.806819,51.086618,193
11,2019-03-01,42.479871,50.82847213745117,51.092133,45.656139,194
11,2019-04-01,49.352422,41.99775314331055,49.372308,42.479871,195
11,2019-05-01,49.715367,48.81056213378906,48.627305,49.352422,196
11,2019-06-01,45.642559,51.338829040527344,50.460709,49.715367,197
11,2019-07-01,48.272867,50.815635681152344,52.780942,45.642559,198
11,2019-08-01,49.96745,53.411094665527344,58.719706,48.272867,199
11,2019-09-01,47.448855,50.554832458496094,49.735097,49.96745,200
11,2019-10-01,46.460038,49.637882232666016,55.015395,47.448855,201
11,2019-11-01,41.72948,47.999847412109375,52.096727,46.460038,202
11,2019-12-01,43.634994,47.28266525268555,51.276838,41.72948,203
11,2020-01-01,42.296641,47.4425048828125,51.086618,43.634994,204
11,2020-02-01,37.998848,42.159759521484375,45.656139,42.296641,205
11,2020-03-01,35.675153,38.973419189453125,42.479871,37.998848,206
11,2020-04-01,31.158566,34.80585861206055,49.352422,35.675153,207
11,2020-05-01,28.045026,32.92668914794922,49.715367,31.158566,208
11,2020-06-01,31.033447,29.88579559326172,45.642559,28.045026,209
11,2020-07-01,31.774076,31.3526668548584,48.272867,31.033447,210
11,2020-08-01,34.787593,32.19133758544922,49.96745,31.774076,211
11,2020-09-01,37.438032,33.16093063354492,47.448855,34.787593,212
11,2020-10-01,35.830632,45.68384552001953,46.460038,37.438032,213
11,2020-11-01,36.695549,39.23868942260742,41.72948,35.830632,214
11,2020-12-01,36.152216,37.981998443603516,43.634994,36.695549,215
11,2021-01-01,36.944826,33.551761627197266,42.296641,36.152216,216
11,2021-02-01,31.822058,34.13240432739258,37.998848,36.944826,217
11,2021-03-01,40.351768,31.42595100402832,35.675153,31.822058,218
11,2021-04-01,38.070336,33.589603424072266,31.158566,40.351768,219
11,2021-05-01,36.777012,35.121826171875,28.045026,38.070336,220
11,2021-06-01,43.183814,35.65318298339844,31.033447,36.777012,221
11,2021-07-01,40.217547,45.23479080200195,31.774076,43.183814,222
11,2021-08-01,42.758404,41.4119758605957,34.787593,40.217547,223
11,2021-09-01,41.263222,43.918190002441406,37.438032,42.758404,224
11,2021-10-01,38.569903,41.441131591796875,35.830632,41.263222,225
11,2021-11-01,40.726585,38.39406204223633,36.695549,38.569903,226
11,2021-12-01,38.251873,40.130367279052734,36.152216,40.726585,227
11,2022-01-01,35.879632,36.838348388671875,36.944826,38.251873,228
11,2022-02-01,40.021294,35.76594161987305,31.822058,35.879632,229
11,2022-03-01,42.088178,37.126953125,40.351768,40.021294,230
11,2022-04-01,36.908886,39.433712005615234,38.070336,42.088178,231
11,2022-05-01,35.513651,37.498722076416016,36.777012,36.908886,232
11,2022-06-01,41.141759,36.405208587646484,43.183814,35.513651,233
11,2022-07-01,34.908792,39.69794464111328,40.217547,41.141759,234
11,2022-08-01,45.175929,38.449745178222656,42.758404,34.908792,235
11,2022-09-01,43.636444,44.36159133911133,41.263222,45.175929,236
11,2022-10-01,41.303584,43.39576721191406,38.569903,43.636444,237
11,2022-11-01,39.895251,39.09868621826172,40.726585,41.303584,238
11,2022-12-01,34.747342,38.61431884765625,38.251873,39.895251,239
11,2023-01-01,40.212646,37.96778106689453,35.879632,34.747342,240
11,2023-02-01,37.5792,37.002384185791016,40.021294,40.212646,241
11,2023-03-01,42.025809,38.39447784423828,42.088178,37.5792,242
11,2023-04-01,36.4044,37.29135513305664,36.908886,42.025809,243
11,2023-05-01,37.994926,39.00306701660156,35.513651,36.4044,244
11,2023-06-01,40.253903,39.70564270019531,41.141759,37.994926,245
11,2023-07-01,38.57222,39.94087219238281,34.908792,40.253903,246
11,2023-08-01,41.674549,41.28814697265625,45.175929,38.57222,247
11,2023-09-01,37.064584,39.6622314453125,43.636444,41.674549,248
11,2023-10-01,40.086979,39.17963790893555,41.303584,37.064584,249
11,2023-11-01,40.419784,37.127471923828125,39.895251,40.086979,250
11,2023-12-01,36.379881,39.09954833984375,34.747342,40.419784,251
11,2024-01-01,26.175662,38.195125579833984,40.212646,36.379881,252
11,2024-02-01,35.66306,30.037582397460938,37.5792,26.175662,253
11,2024-03-01,30.115748,36.65457534790039,42.025809,35.66306,254
11,2024-04-01,29.728639,30.75493812561035,36.4044,30.115748,255
11,2024-05-01,29.761047,29.45986557006836,37.994926,29.728639,256
11,2024-06-01,33.923352,30.01558494567871,40.253903,29.761047,257
11,2024-07-01,35.471799,34.80796813964844,38.57222,33.923352,258
11,2024-08-01,38.489995,36.20170211791992,41.674549,35.471799,259
11,2024-09-01,38.400234,36.3154411315918,37.064584,38.489995,260
11,2024-10-01,38.069944,36.96247482299805,40.086979,38.400234,261
11,2024-11-01,31.384018,38.841522216796875,40.419784,38.069944,262
11,2024-12-01,33.301605,35.030067443847656,36.379881,31.384018,263
13,2019-01-01,4.152067,3.4614975452423096,3.183399,4.680476,192
13,2019-02-01,2.786576,4.034332752227783,2.491771,4.152067,193
13,2019-03-01,3.506142,2.8580524921417236,2.827625,2.786576,194
13,2019-04-01,4.158218,2.950748920440674,2.493908,3.506142,195
13,2019-05-01,4.427824,4.040175437927246,2.749556,4.158218,196
13,2019-06-01,4.534315,4.017327785491943,2.792464,4.427824,197
13,2019-07-01,4.348023,3.9834868907928467,2.615347,4.534315,198
13,2019-08-01,3.79586,4.196202278137207,2.898144,4.348023,199
13,2019-09-01,3.699464,3.6824254989624023,3.416489,3.79586,200
13,2019-10-01,4.379513,3.693084478378296,4.198803,3.699464,201
13,2019-11-01,4.247443,4.374088764190674,3.986953,4.379513,202
13,2019-12-01,4.705527,4.047327995300293,4.680476,4.247443,203
13,2020-01-01,4.444004,3.9194600582122803,4.152067,4.705527,204
13,2020-02-01,4.400212,3.6247246265411377,2.786576,4.444004,205
13,2020-03-01,4.352925,4.160565376281738,3.506142,4.400212,206
13,2020-04-01,3.495736,4.374145984649658,4.158218,4.352925,207
13,2020-05-01,1.921673,3.730581521987915,4.427824,3.495736,208
13,2020-06-01,1.391438,2.3892629146575928,4.534315,1.921673,209
13,2020-07-01,1.566801,1.6005122661590576,4.348023,1.391438,210
13,2020-08-01,1.806167,1.6888318061828613,3.79586,1.566801,211
13,2020-09-01,1.801435,1.6581612825393677,3.699464,1.806167,212
13,2020-10-01,1.607801,1.8266347646713257,4.379513,1.801435,213
13,2020-11-01,1.572794,1.9486720561981201,4.247443,1.607801,214
13,2020-12-01,2.128513,1.7949188947677612,4.705527,1.572794,215
13,2021-01-01,2.319628,2.3207123279571533,4.444004,2.128513,216
13,2021-02-01,1.900084,2.08955717086792,4.400212,2.319628,217
13,2021-03-01,2.459588,1.567213773727417,4.352925,1.900084,218
13,2021-04-01,2.071952,2.227605104446411,3.495736,2.459588,219
13,2021-05-01,2.320236,2.1754372119903564,1.921673,2.071952,220
13,2021-06-01,2.171864,2.268008232116699,1.391438,2.320236,221
13,2021-07-01,2.008838,2.3831186294555664,1.566801,2.171864,222
13,2021-08-01,1.918864,1.9348244667053223,1.806167,2.008838,223
13,2021-09-01,1.91401,1.7468384504318237,1.801435,1.918864,224
13,2021-10-01,1.35105,1.9858020544052124,1.607801,1.91401,225
13,2021-11-01,1.848865,1.715121865272522,1.572794,1.35105,226
13,2021-12-01,1.773422,1.7208547592163086,2.128513,1.848865,227
13,2022-01-01,1.409717,1.7611263990402222,2.319628,1.773422,228
13,2022-02-01,1.122564,1.7777634859085083,1.900084,1.409717,229
13,2022-03-01,1.287113,1.4888890981674194,2.459588,1.122564,230
13,2022-04-01,1.448706,1.525451898574829,2.071952,1.287113,231
13,2022-05-01,1.423505,1.2584953308105469,2.320236,1.448706,232
13,2022-06-01,1.600654,1.4268841743469238,2.171864,1.423505,233
13,2022-07-01,1.243844,1.6309666633605957,2.008838,1.600654,234
13,2022-08-01,1.447978,1.5126875638961792,1.918864,1.243844,235
13,2022-09-01,1.786985,1.442224383354187,1.91401,1.447978,236
13,2022-10-01,1.47901,1.5663602352142334,1.35105,1.786985,237
13,2022-11-01,1.693678,1.6318109035491943,1.848865,1.47901,238
13,2022-12-01,1.576864,1.5949128866195679,1.773422,1.693678,239
13,2023-01-01,1.524068,1.672563910484314,1.409717,1.576864,240
13,2023-02-01,1.199982,1.665863037109375,1.122564,1.524068,241
13,2023-03-01,1.376381,1.4106731414794922,1.287113,1.199982,242
13,2023-04-01,1.465001,1.4328755140304565,1.448706,1.376381,243
13,2023-05-01,1.388762,1.482513427734375,1.423505,1.465001,244
13,2023-06-01,1.217269,1.4718949794769287,1.600654,1.388762,245
13,2023-07-01,1.412057,1.4153672456741333,1.243844,1.217269,246
13,2023-08-01,1.34769,1.4760768413543701,1.447978,1.412057,247
13,2023-09-01,1.069576,1.5017297267913818,1.786985,1.34769,248
13,2023-10-01,1.434048,1.3872036933898926,1.47901,1.069576,249
13,2023-11-01,1.407173,1.4701762199401855,1.693678,1.434048,250
13,2023-12-01,1.807799,1.2700297832489014,1.576864,1.407173,251
13,2024-01-01,0.910555,1.4834954738616943,1.524068,1.807799,252
13,2024-02-01,1.545911,1.2628142833709717,1.199982,0.910555,253
13,2024-03-01,1.37035,1.360113263130188,1.376381,1.545911,254
13,2024-04-01,1.593907,1.3037476539611816,1.465001,1.37035,255
13,2024-05-01,2.009256,1.4101133346557617,1.388762,1.593907,256
13,2024-06-01,1.752026,1.8512787818908691,1.217269,2.009256,257
13,2024-07-01,1.659499,1.728500485420227,1.412057,1.752026,258
13,2024-08-01,2.063446,1.545318365097046,1.34769,1.659499,259
13,2024-09-01,1.870828,2.036403179168701,1.069576,2.063446,260
13,2024-10-01,1.603724,1.741044521331787,1.434048,1.870828,261
13,2024-11-01,1.732198,1.7811847925186157,1.407173,1.603724,262
13,2024-12-01,1.787474,1.7439754009246826,1.807799,1.732198,263
14,2019-01-01,13.708806,12.481590270996094,12.82233,12.794468,192
14,2019-02-01,13.706219,13.831101417541504,13.54723,13.708806,193
14,2019-03-01,15.945647,15.164804458618164,15.823323,13.706219,194
14,2019-04-01,17.889063,16.86585235595703,17.307889,15.945647,195
14,2019-05-01,17.774255,18.67103385925293,19.169962,17.889063,196
14,2019-06-01,16.995472,19.001726150512695,18.255266,17.774255,197
14,2019-07-01,17.782654,18.47032356262207,19.033364,16.995472,198
14,2019-08-01,17.72382,18.021358489990234,18.978531,17.782654,199
14,2019-09-01,14.688109,16.936065673828125,16.319364,17.72382,200
14,2019-10-01,15.96646,15.595626831054688,16.658977,14.688109,201
14,2019-11-01,12.706709,14.937017440795898,14.679813,15.96646,202
14,2019-12-01,11.815371,11.75595760345459,12.794468,12.706709,203
14,2020-01-01,12.507479,12.012444496154785,13.708806,11.815371,204
14,2020-02-01,12.068042,13.153657913208008,13.706219,12.507479,205
14,2020-03-01,13.439061,14.410913467407227,15.945647,12.068042,206
14,2020-04-01,12.541545,16.253826141357422,17.889063,13.439061,207
14,2020-05-01,12.201398,14.214967727661133,17.774255,12.541545,208
14,2020-06-01,11.762978,13.031103134155273,16.995472,12.201398,209
14,2020-07-01,11.951284,12.156329154968262,17.782654,11.762978,210
14,2020-08-01,12.663597,11.930030822753906,17.72382,11.951284,211
14,2020-09-01,11.664431,13.096146583557129,14.688109,12.663597,212
14,2020-10-01,12.380393,11.780706405639648,15.96646,11.664431,213
14,2020-11-01,11.670075,10.948076248168945,12.706709,12.380393,214
14,2020-12-01,11.211729,10.566133499145508,11.815371,11.670075,215
14,2021-01-01,10.495342,11.44141674041748,12.507479,11.211729,216
14,2021-02-01,8.833103,10.337124824523926,12.068042,10.495342,217
14,2021-03-01,12.903224,11.217544555664062,13.439061,8.833103,218
14,2021-04-01,13.860961,13.533382415771484,12.541545,12.903224,219
14,2021-05-01,13.475826,13.195520401000977,12.201398,13.860961,220
14,2021-06-01,15.192617,13.82340145111084,11.762978,13.475826,221
14,2021-07-01,14.868561,14.215299606323242,11.951284,15.192617,222
14,2021-08-01,15.237284,15.09597110748291,12.663597,14.868561,223
14,2021-09-01,14.639997,13.66627311706543,11.664431,15.237284,224
14,2021-10-01,14.647647,14.364669799804688,12.380393,14.639997,225
14,2021-11-01,13.110345,12.712567329406738,11.670075,14.647647,226
14,2021-12-01,13.847858,12.14033031463623,11.211729,13.110345,227
14,2022-01-01,11.489331,13.245595932006836,10.495342,13.847858,228
14,2022-02-01,11.762873,12.705126762390137,8.833103,11.489331,229
14,2022-03-01,14.829361,13.407332420349121,12.903224,11.762873,230
14,2022-04-01,14.893952,14.139681816101074,13.860961,14.829361,231
14,2022-05-01,15.457046,15.152097702026367,13.475826,14.893952,232
14,2022-06-01,15.394959,16.158954620361328,15.192617,15.457046,233
14,2022-07-01,16.201176,16.61211585998535,14.868561,15.394959,234
14,2022-08-01,17.11395,16.531612396240234,15.237284,16.201176,235
14,2022-09-01,15.451687,15.466580390930176,14.639997,17.11395,236
14,2022-10-01,15.724262,15.420835494995117,14.647647,15.451687,237
14,2022-11-01,14.158438,14.004942893981934,13.110345,15.724262,238
14,2022-12-01,13.659366,13.405850410461426,13.847858,14.158438,239
14,2023-01-01,14.859621,13.670904159545898,11.489331,13.659366,240
14,2023-02-01,13.126529,14.727852821350098,11.762873,14.859621,241
14,2023-03-01,14.953178,16.0446834564209,14.829361,13.126529,242
14,2023-04-01,16.087721,14.908575057983398,14.893952,14.953178,243
14,2023-05-01,16.924987,16.556406021118164,15.457046,16.087721,244
14,2023-06-01,16.473031,17.163013458251953,15.394959,16.924987,245
14,2023-07-01,16.196341,17.292593002319336,16.201176,16.473031,246
14,2023-08-01,17.048339,17.311298370361328,17.11395,16.196341,247
14,2023-09-01,12.536107,15.991856575012207,15.451687,17.048339,248
14,2023-10-01,13.238561,13.85340690612793,15.724262,12.536107,249
14,2023-11-01,12.961322,13.306163787841797,14.158438,13.238561,250
14,2023-12-01,12.756167,12.489373207092285,13.659366,12.961322,251
14,2024-01-01,10.065882,12.080914497375488,14.859621,12.756167,252
14,2024-02-01,11.745331,11.896585464477539,13.126529,10.065882,253
14,2024-03-01,13.6118,13.193819046020508,14.953178,11.745331,254
14,2024-04-01,15.559489,14.330058097839355,16.087721,13.6118,255
14,2024-05-01,14.678608,15.03652286529541,16.924987,15.559489,256
14,2024-06-01,14.167148,16.321626663208008,16.473031,14.678608,257
14,2024-07-01,14.174603,13.755423545837402,16.196341,14.167148,258
14,2024-08-01,15.685732,14.963143348693848,17.048339,14.174603,259
14,2024-09-01,13.919964,14.05949878692627,12.536107,15.685732,260
14,2024-10-01,15.239338,14.394960403442383,13.238561,13.919964,261
14,2024-11-01,13.402838,13.606179237365723,12.961322,15.239338,262
14,2024-12-01,13.709654,12.396004676818848,12.756167,13.402838,263
20,2019-01-01,10.986948,11.315725326538086,11.722397,11.073112,192
20,2019-02-01,9.893912,11.162789344787598,11.066657,10.986948,193
20,2019-03-01,11.204044,10.943675994873047,11.480013,9.893912,194
20,2019-04-01,12.230211,10.811603546142578,11.737286,11.204044,195
20,2019-05-01,11.450962,10.722311973571777,11.776181,12.230211,196
20,2019-06-01,11.575738,11.891310691833496,11.918643,11.450962,197
20,2019-07-01,12.230367,11.647583961486816,11.733135,11.575738,198
20,2019-08-01,11.409418,11.823501586914062,11.763913,12.230367,199
20,2019-09-01,10.553339,11.646767616271973,11.089489,11.409418,200
20,2019-10-01,11.489395,11.85403060913086,12.209712,10.553339,201
20,2019-11-01,10.47756,11.635152816772461,11.272922,11.489395,202
20,2019-12-01,11.690165,10.539710998535156,11.073112,10.47756,203
20,2020-01-01,11.401586,10.567737579345703,10.986948,11.690165,204
20,2020-02-01,10.828249,10.679171562194824,9.893912,11.401586,205
20,2020-03-01,12.136911,11.676217079162598,11.204044,10.828249,206
20,2020-04-01,10.45899,11.586809158325195,12.230211,12.136911,207
20,2020-05-01,9.920521,11.359341621398926,11.450962,10.45899,208
20,2020-06-01,10.875732,10.983358383178711,11.575738,9.920521,209
20,2020-07-01,12.252406,11.121399879455566,12.230367,10.875732,210
20,2020-08-01,10.893355,10.796916961669922,11.409418,12.252406,211
20,2020-09-01,12.107441,10.481236457824707,10.553339,10.893355,212
20,2020-10-01,11.951936,11.134056091308594,11.489395,12.107441,213
20,2020-11-01,11.98904,10.998600959777832,10.47756,11.951936,214
20,2020-12-01,11.63681,11.798663139343262,11.690165,11.98904,215
20,2021-01-01,11.362478,11.405425071716309,11.401586,11.63681,216
20,2021-02-01,10.29728,11.086254119873047,10.828249,11.362478,217
20,2021-03-01,12.536489,11.156892776489258,12.136911,10.29728,218
20,2021-04-01,11.763914,10.74853229522705,10.45899,12.536489,219
20,2021-05-01,11.65024,11.261280059814453,9.920521,11.763914,220
20,2021-06-01,12.017893,11.360048294067383,10.875732,11.65024,221
20,2021-07-01,11.246999,11.762847900390625,12.252406,12.017893,222
20,2021-08-01,11.538047,11.489968299865723,10.893355,11.246999,223
20,2021-09-01,11.493978,11.990631103515625,12.107441,11.538047,224
20,2021-10-01,12.342426,11.689538955688477,11.951936,11.493978,225
20,2021-11-01,12.044523,11.725077629089355,11.98904,12.342426,226
20,2021-12-01,11.69342,11.750694274902344,11.63681,12.044523,227
20,2022-01-01,11.750113,11.314090728759766,11.362478,11.69342,228
20,2022-02-01,11.22502,11.130809783935547,10.29728,11.750113,229
20,2022-03-01,12.989156,11.996456146240234,12.536489,11.22502,230
20,2022-04-01,12.540097,11.797768592834473,11.763914,12.989156,231
20,2022-05-01,12.117183,12.011299133300781,11.65024,12.540097,232
20,2022-06-01,12.38765,11.738059997558594,12.017893,12.117183,233
20,2022-07-01,12.205595,12.13774585723877,11.246999,12.38765,234
20,2022-08-01,12.608943,11.609539985656738,11.538047,12.205595,235
20,2022-09-01,12.008705,12.068563461303711,11.493978,12.608943,236
20,2022-10-01,12.943539,12.201544761657715,12.342426,12.008705,237
20,2022-11-01,13.020565,12.372838973999023,12.044523,12.943539,238
20,2022-12-01,11.623605,12.34026050567627,11.69342,13.020565,239
20,2023-01-01,12.77453,12.205816268920898,11.750113,11.623605,240
20,2023-02-01,12.532474,11.909720420837402,11.22502,12.77453,241
20,2023-03-01,13.534997,12.53132152557373,12.989156,12.532474,242
20,2023-04-01,12.394619,12.87613582611084,12.540097,13.534997,243
20,2023-05-01,13.386081,12.477269172668457,12.117183,12.394619,244
20,2023-06-01,12.980029,12.538187980651855,12.38765,13.386081,245
20,2023-07-01,12.987237,12.78574275970459,12.205595,12.980029,246
20,2023-08-01,12.044971,12.971317291259766,12.608943,12.987237,247
20,2023-09-01,12.406301,12.578019142150879,12.008705,12.044971,248
20,2023-10-01,13.151294,12.61914348602295,12.943539,12.406301,249
20,2023-11-01,13.151904,12.319817543029785,13.020565,13.151294,250
20,2023-12-01,12.709215,12.133163452148438,11.623605,13.151904,251
20,2024-01-01,9.647236,12.667652130126953,12.77453,12.709215,252
20,2024-02-01,13.010781,11.411639213562012,12.532474,9.647236,253
20,2024-03-01,12.690167,12.45079517364502,13.534997,13.010781,254
20,2024-04-01,13.184293,11.846763610839844,12.394619,12.690167,255
20,2024-05-01,12.665129,12.341177940368652,13.386081,13.184293,256
20,2024-06-01,12.550709,12.533514976501465,12.980029,12.665129,257
20,2024-07-01,14.170441,12.189873695373535,12.987237,12.550709,258
20,2024-08-01,13.043153,12.64554214477539,12.044971,14.170441,259
20,2024-09-01,12.65157,12.573911666870117,12.406301,13.043153,260
20,2024-10-01,14.843386,12.371492385864258,13.151294,12.65157,261
20,2024-11-01,12.577831,13.233111381530762,13.151904,14.843386,262
20,2024-12-01,13.071526,13.02636432647705,12.709215,12.577831,263
22,2019-01-01,0.01948,0.016647309064865112,0.02276,0.0118,192
22,2019-02-01,0.02064,0.02058812975883484,0.02288,0.01948,193
22,2019-03-01,0.02308,0.025246521458029747,0.0286,0.02064,194
22,2019-04-01,0.02216,0.026705937460064888,0.02548,0.02308,195
22,2019-05-01,0.01612,0.025013193488121033,0.0296,0.02216,196
22,2019-06-01,0.02452,0.015021978877484798,0.02068,0.01612,197
22,2019-07-01,0.02488,0.023282570764422417,0.025,0.02452,198
22,2019-08-01,0.0204,0.022135840728878975,0.02564,0.02488,199
22,2019-09-01,0.0164,0.021118832752108574,0.02136,0.0204,200
22,2019-10-01,0.02792,0.021446257829666138,0.0214,0.0164,201
22,2019-11-01,0.01472,0.01948176510632038,0.01876,0.02792,202
22,2019-12-01,0.01772,0.02295488864183426,0.0118,0.01472,203
22,2020-01-01,0.0172,0.015650974586606026,0.01948,0.01772,204
22,2020-02-01,0.01484,0.020783286541700363,0.02064,0.0172,205
22,2020-03-01,0.01616,0.017989803105592728,0.02308,0.01484,206
22,2020-04-01,0.02004,0.017836734652519226,0.02216,0.01616,207
22,2020-05-01,0.01668,0.017686685547232628,0.01612,0.02004,208
22,2020-06-01,0.02324,0.014844315126538277,0.02452,0.01668,209
22,2020-07-01,0.01628,0.02257099188864231,0.02488,0.02324,210
22,2020-08-01,0.02404,0.017973311245441437,0.0204,0.01628,211
22,2020-09-01,0.01816,0.021094748750329018,0.0164,0.02404,212
22,2020-10-01,0.01628,0.02150091715157032,0.02792,0.01816,213
22,2020-11-01,0.01724,0.021640729159116745,0.01472,0.01628,214
22,2020-12-01,0.02008,0.015532012097537518,0.01772,0.01724,215
22,2021-01-01,0.015795,0.0169135220348835,0.0172,0.02008,216
22,2021-02-01,0.0112,0.02147529646754265,0.01484,0.015795,217
22,2021-03-01,0.018845,0.02129368670284748,0.01616,0.0112,218
22,2021-04-01,0.02068,0.0174480602145195,0.02004,0.018845,219
22,2021-05-01,0.01704,0.01957550086081028,0.01668,0.02068,220
22,2021-06-01,0.01852,0.020167287439107895,0.02324,0.01704,221
22,2021-07-01,0.022,0.01697275973856449,0.01628,0.01852,222
22,2021-08-01,0.0182,0.019420329481363297,0.02404,0.022,223
22,2021-09-01,0.01088,0.018199961632490158,0.01816,0.0182,224
22,2021-10-01,0.0124,0.021828971803188324,0.01628,0.01088,225
22,2021-11-01,0.018385,0.01638142019510269,0.01724,0.0124,226
22,2021-12-01,0.015585,0.018415123224258423,0.02008,0.018385,227
22,2022-01-01,0.01715,0.015861157327890396,0.015795,0.015585,228
22,2022-02-01,0.01667,0.017912957817316055,0.0112,0.01715,229
22,2022-03-01,0.01883,0.017682358622550964,0.018845,0.01667,230
22,2022-04-01,0.018955,0.018306836485862732,0.02068,0.01883,231
22,2022-05-01,0.0175,0.01727401278913021,0.01704,0.018955,232
22,2022-06-01,0.016775,0.017443250864744186,0.01852,0.0175,233
22,2022-07-01,0.01644,0.02001379057765007,0.022,0.016775,234
22,2022-08-01,0.01532,0.016289031133055687,0.0182,0.01644,235
22,2022-09-01,0.015285,0.014908953569829464,0.01088,0.01532,236
22,2022-10-01,0.017785,0.015581834129989147,0.0124,0.015285,237
22,2022-11-01,0.014535,0.015191430225968361,0.018385,0.017785,238
22,2022-12-01,0.01512,0.014685201458632946,0.015585,0.014535,239
22,2023-01-01,0.01372,0.015816666185855865,0.01715,0.01512,240
22,2023-02-01,0.01728,0.016961408779025078,0.01667,0.01372,241
22,2023-03-01,0.01712,0.017466142773628235,0.01883,0.01728,242
22,2023-04-01,0.01892,0.01656685210764408,0.018955,0.01712,243
22,2023-05-01,0.01608,0.016636669635772705,0.0175,0.01892,244
22,2023-06-01,0.01034,0.016603704541921616,0.016775,0.01608,245
22,2023-07-01,0.01568,0.017396939918398857,0.01644,0.01034,246
22,2023-08-01,0.0232,0.015620054677128792,0.01532,0.01568,247
22,2023-09-01,0.01416,0.018065834417939186,0.015285,0.0232,248
22,2023-10-01,0.01812,0.017461467534303665,0.017785,0.01416,249
22,2023-11-01,0.01932,0.0169305931776762,0.014535,0.01812,250
22,2023-12-01,0.01284,0.018435480073094368,0.01512,0.01932,251
22,2024-01-01,0.00812,0.015613891184329987,0.01372,0.01284,252
22,2024-02-01,0.00964,0.017001472413539886,0.01728,0.00812,253
22,2024-03-01,0.01956,0.015677962452173233,0.01712,0.00964,254
22,2024-04-01,0.0146,0.01901950314640999,0.01892,0.01956,255
22,2024-05-01,0.01272,0.015224636532366276,0.01608,0.0146,256
22,2024-06-01,0.01684,0.01615673489868641,0.01034,0.01272,257
22,2024-07-01,0.01776,0.015561467036604881,0.01568,0.01684,258
22,2024-08-01,0.01156,0.01780768483877182,0.0232,0.01776,259
22,2024-09-01,0.01764,0.013835908845067024,0.01416,0.01156,260
22,2024-10-01,0.01452,0.016855042427778244,0.01812,0.01764,261
22,2024-11-01,0.01276,0.015915915369987488,0.01932,0.01452,262
22,2024-12-01,0.01796,0.015283731743693352,0.01284,0.01276,263
23,2019-01-01,0.50076,0.5217233896255493,0.45076,0.53856,192
23,2019-02-01,0.51872,0.5213105082511902,0.45196,0.50076,193
23,2019-03-01,0.50332,0.5257627367973328,0.49844,0.51872,194
23,2019-04-01,0.52512,0.5537273287773132,0.53016,0.50332,195
23,2019-05-01,0.5102,0.5045372843742371,0.48344,0.52512,196
23,2019-06-01,0.48824,0.5096055865287781,0.50324,0.5102,197
23,2019-07-01,0.50904,0.5685689449310303,0.5656,0.48824,198
23,2019-08-01,0.52692,0.5158662796020508,0.55576,0.50904,199
23,2019-09-01,0.50764,0.5055900812149048,0.48932,0.52692,200
23,2019-10-01,0.54672,0.5529402494430542,0.64952,0.50764,201
23,2019-11-01,0.5042,0.5122211575508118,0.52404,0.54672,202
23,2019-12-01,0.4492,0.5294827222824097,0.53856,0.5042,203
23,2020-01-01,0.47216,0.4928380250930786,0.50076,0.4492,204
23,2020-02-01,0.4558,0.48688992857933044,0.51872,0.47216,205
23,2020-03-01,0.51584,0.4741028845310211,0.50332,0.4558,206
23,2020-04-01,0.36128,0.48134174942970276,0.52512,0.51584,207
23,2020-05-01,0.39168,0.4777942895889282,0.5102,0.36128,208
23,2020-06-01,0.4738,0.4363749027252197,0.48824,0.39168,209
23,2020-07-01,0.46136,0.44254884123802185,0.50904,0.4738,210
